survey_title,target_audience,survey_id,section_id,section_title,item_id,column_name,label,type,scale,options,dimension,required,label_en,source,frames,name_in_frames,numeric_column,numeric_coding,notes
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,5,matrix_1.5,Com que frequência você se considera capaz de estimular o pensamento crítico dos seus alunos?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Experiências como professor,,How often do you consider yourself able to stimulate your students' critical thinking?,questionnaire,df_t,df_t: matrix_1.5,matrix_1.5_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,6,matrix_1.6,Com que frequência você propõe atividades em que os alunos precisam justificar suas opiniões ou respostas?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Experiências como professor,,How often do you propose activities in which students must justify their opinions or answers?,questionnaire,df_t,df_t: matrix_1.6,matrix_1.6_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,7,matrix_1.7,Com que frequência os alunos têm espaço para expressar diferentes pontos de vista em sala de aula?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Comunicação / participação,,How often do students have room to express different points of view in class?,questionnaire,df_t,df_t: matrix_1.7,matrix_1.7_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,8,matrix_1.8,Com que frequência você utiliza atividades em que os alunos precisam resolver problemas de forma colaborativa?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Metodologia em sala de aula,,How often do you use activities in which students must solve problems collaboratively?,questionnaire,df_t,df_t: matrix_1.8,matrix_1.8_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,9,matrix_1.9,Com que frequência você propõe atividades que exigem mais de uma solução possível?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Metodologia em sala de aula,,How often do you propose activities that allow more than one possible solution?,questionnaire,df_t,df_t: matrix_1.9,matrix_1.9_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,10,matrix_1.10,Com que frequência você adapta sua metodologia quando percebe dificuldades de compreensão da turma?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Metodologia em sala de aula,,How often do you adapt your methodology when you notice the class is struggling to understand?,questionnaire,df_t,df_t: matrix_1.10,matrix_1.10_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,11,matrix_1.11,Com que frequência você incentiva os alunos a fazer perguntas durante a aula?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Dinâmica em sala de aula,,How often do you encourage students to ask questions during class?,questionnaire,df_t,df_t: matrix_1.11,matrix_1.11_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,12,matrix_1.12,Com que frequência você valoriza mais o processo de raciocínio do que apenas a resposta correta?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Pensamento crítico,,How often do you value the reasoning process more than just the correct answer?,questionnaire,df_t,df_t: matrix_1.12,matrix_1.12_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,13,matrix_1.13,Com que frequência você pede que os alunos expliquem por que concordam ou discordam de uma ideia?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Pensamento crítico,,How often do you ask students to explain why they agree or disagree with an idea?,questionnaire,df_t,df_t: matrix_1.13,matrix_1.13_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_1,Avaliação de Práticas - Parte 1,14,matrix_1.14,Com que frequência você ajusta o ritmo da aula de acordo com o envolvimento da turma?,matrix,Nunca | Raramente | Às vezes | Frequentemente | Sempre,,Itens extras - Gestão de sala de aula,,How often do you adjust the pace of the lesson according to the class's engagement?,questionnaire,df_t,df_t: matrix_1.14,matrix_1.14_num,Nunca = 1; Raramente = 2; Às vezes = 3; Frequentemente = 4; Sempre = 5,NA for teachers who answered only the QoL inventory (has_pratica = FALSE).
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,15,matrix_2.15,Meus alunos parecem animados para vir à escola.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,My students seem excited to come to school.,questionnaire,df_t,df_t: matrix_2.15,matrix_2.15_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,16,matrix_2.16,Meus alunos se sentem seguros na escola onde trabalho.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,My students feel safe at the school where I work.,questionnaire,df_t,df_t: matrix_2.16,matrix_2.16_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,17,matrix_2.17,A escola onde trabalho é um ótimo lugar para os alunos estarem.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,The school where I work is a great place for students to be.,questionnaire,df_t,df_t: matrix_2.17,matrix_2.17_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,18,matrix_2.18,Meus alunos gostam das minhas aulas.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,My students like my classes.,questionnaire,df_t,df_t: matrix_2.18,matrix_2.18_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,19,matrix_2.19,Meus alunos gostam de participar de discussões e atividades em sala de aula.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,My students like taking part in classroom discussions and activities.,questionnaire,df_t,df_t: matrix_2.19,matrix_2.19_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,20,matrix_2.20,Meus alunos se sentem confiantes ao realizar as tarefas em sala de aula.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,My students feel confident doing classroom tasks.,questionnaire,df_t,df_t: matrix_2.20,matrix_2.20_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,21,matrix_2.21,Acredito que ir bem na escola é importante para meus alunos.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,I believe doing well at school is important to my students.,questionnaire,df_t,df_t: matrix_2.21,matrix_2.21_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,22,matrix_2.22,Os alunos da minha escola têm boas chances de se desenvolver e ter sucesso.,matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,Students at my school have good chances of developing and succeeding.,questionnaire,df_t,df_t: matrix_2.22,matrix_2.22_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,23,matrix_2.23,"Os alunos dessa turma demonstram comportamento saudável (positivo)? (ex.: trabalham bem em equipe; tem trocas positivas entre colegas de turma, comunicam-se com respeito e empatia, etc)",matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,"Students in this class show healthy (positive) behaviour (e.g., work well in teams, positive exchanges, respectful and empathetic communication).",questionnaire,df_t,df_t: matrix_2.23,matrix_2.23_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,24,matrix_2.24,"Dos alunos dessa turma respeitam e valorizam a diversidade entre eles (pessoas, ideias, culturas, entre outros)?",matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,"Students in this class respect and value diversity among themselves (people, ideas, cultures, etc.).",questionnaire,df_t,df_t: matrix_2.24,matrix_2.24_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
INVENTÁRIO DE PRÁTICA PEDAGÓGICA E PERFIL DA TURMA,Professores,5cb54fe0-a8f4-46be-861e-6eb6b03940d3,matrix_2,Avaliação de Práticas - Parte 2,25,matrix_2.25,"Os alunos desssa turma conseguem gerenciar suas emoções em situações de perda, estresse ou conflitos na sala de aula e escola?",matrix,(0) Não sei informar | (1) Nunca ou quase nunca é verdade | (2) Às vezes é verdade | (3) Muitas vezes é verdade | (4) Sempre ou quase sempre é verdade,,"(0) Não sei informar, (1) Nunca ou quase nunca é verdade, (2) Às vezes é verdade, (3) Muitas vezes é verdade a (4) Sempre ou quase sempre é verdade.",,"Students in this class can manage their emotions in situations of loss, stress or conflict in the classroom and school.",questionnaire,df_t,df_t: matrix_2.25,matrix_2.25_num,"digit in parentheses: 0 = Não sei informar, 1 = Nunca ou quase nunca é verdade ... 4 = Sempre ou quase sempre é verdade","0 ('cannot say') lies outside the 1-4 continuum: set to NA before analysis. The 'dimension' field holds the scale text exported by the platform, not a dimension. NA for teachers who answered only the QoL inventory (has_pratica = FALSE)."
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,demographics,Identificação,full_name,demographics.full_name,Nome Completo,text,,,,True,Full name,questionnaire,df_t,df_t: demographics.full_name_qualidade,,,Direct identifier: drop before sharing or analysis. Suffix _qualidade because the same field exists in the practice inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,demographics,Identificação,birth_date,demographics.birth_date,Data de Nascimento,date,,,,True,Date of birth,questionnaire,df_t,df_t: demographics.birth_date_qualidade,,,Direct identifier: drop before sharing or analysis. Suffix _qualidade because the same field exists in the practice inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,demographics,Identificação,contact,demographics.contact,Contato (Telefone ou E-mail),text,,,,True,Contact (phone or e-mail),questionnaire,df_t,df_t: demographics.contact_qualidade,,,Direct identifier: drop before sharing or analysis. Suffix _qualidade because the same field exists in the practice inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,demographics,Identificação,school,demographics.school,Escola onde trabalha/estuda,school_select,,,,True,School where you work/study,questionnaire,df_t,df_t: demographics.school,,,Used in DP to fill school_name when the platform field is empty.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,demographics,Identificação,role,demographics.role,Cargo,text,,,,True,Position,questionnaire,df_t,df_t: demographics.role,,,Free text.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,demographics,Identificação,time_in_education,demographics.time_in_education,Tempo que atua na educação,select,,até 1 ano | De 1 a 3 anos | De 3 a 6 anos | De 6 a 9 anos | De 9 a 12 anos | De 12 a 15 anos | acima de 15 anos,,True,Time working in education,questionnaire,df_t,df_t: demographics.time_in_education_qualidade,,,Suffix _qualidade because the same field exists in the practice inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,1,questions_matrix.1,Consegue lidar bem com frustrações e imprevistos? (ex.: manter a calma mesmo quando não cumpre um prazo),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Copes well with frustrations and setbacks? (e.g., stays calm even when missing a deadline)",questionnaire,df_t,df_t: questions_matrix.1,questions_matrix.1_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,Positively worded: reversed (6 - x) in DA - Professor Student so the Mental health score reads as distress. NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,2,questions_matrix.2,Mantém o autocontrole em situações de estresse ou conflito? (ex.: não perder a cabeça em discussões),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Keeps self-control in stressful or conflict situations? (e.g., does not lose temper in arguments)",questionnaire,df_t,df_t: questions_matrix.2,questions_matrix.2_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,Positively worded: reversed (6 - x) in DA - Professor Student so the Mental health score reads as distress. NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,3,questions_matrix.3,Consegue ser assertivo sem elevar o tom de voz ou ser agressivo? (ex.: falar o que precisa sem gritar),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Can be assertive without raising voice or being aggressive? (e.g., says what is needed without shouting)",questionnaire,df_t,df_t: questions_matrix.3,questions_matrix.3_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,Positively worded: reversed (6 - x) in DA - Professor Student so the Mental health score reads as distress. NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,4,questions_matrix.4,Cobra demais de si mesmo(a)? (ex.: sentir que nunca fez o suficiente),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Demands too much of yourself? (e.g., feeling you never did enough)",questionnaire,df_t,df_t: questions_matrix.4,questions_matrix.4_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
